user_id,synch,asynch,upqa,tpqa,is_lira,course_id,tqc_fa,eqc_fa,eqc_fa_sr,tq_fa_sr,rc
59074,0,17,17,26,1,5,4,0,0,0.6666666666666666,0
59077,0,4,4,9,1,5,8,0,0,0.5714285714285714,0
59124,16,14,30,53,1,5,15,0,0,0.8823529411764706,0
59128,0,8,8,10,0,4,5,0,0,0.8333333333333334,0
59197,15,66,81,234,0,4,51,12,0.8,0.9107142857142856,1
59226,5,62,67,178,0,4,26,0,0,0.6842105263157895,0
59253,0,1,1,2,1,5,0,0,0,0,0
59256,23,48,71,140,1,5,39,0,0,0.7959183673469388,0
59272,4,79,83,243,1,5,44,13,0.8666666666666667,0.88,1
59298,0,81,81,297,0,4,33,12,0.8,0.5892857142857143,0
59312,6,13,19,28,1,5,2,0,0,0.4,0
59320,0,0,0,0,0,4,0,0,0,0,0
59335,2,40,42,87,0,4,31,0,0,0.5535714285714286,0
59354,33,50,83,169,1,5,56,13,0.8666666666666667,1,1
59362,0,0,0,0,1,5,1,0,0,0.3333333333333333,0
59376,0,83,83,132,1,5,37,12,0.8,0.6607142857142857,1
59382,0,28,28,73,1,5,3,0,0,0.2307692307692307,0
59401,4,79,83,131,1,5,39,13,0.8666666666666667,0.6964285714285714,1
59426,3,57,60,164,1,5,32,0,0,0.5714285714285714,0
59435,30,53,83,333,1,5,38,12,0.8,0.6785714285714286,0
59454,24,59,83,218,1,5,48,8,0.5333333333333333,0.8571428571428571,0
59477,19,61,80,130,1,5,53,10,0.6666666666666666,0.9464285714285714,0
59512,21,62,83,136,1,5,53,13,0.8666666666666667,0.9464285714285714,1
59529,2,81,83,198,1,5,32,13,0.8666666666666667,0.5714285714285714,0
59533,0,41,41,75,1,5,32,11,0.7333333333333333,0.5714285714285714,0
59561,52,31,83,261,1,5,47,12,0.8,0.8392857142857143,0
59566,1,82,83,246,1,5,35,11,0.7333333333333333,0.625,0
59640,3,80,83,159,1,5,34,9,0.6,0.6071428571428571,0
59665,0,4,4,7,1,5,0,0,0,0,0
59674,0,18,18,48,0,4,8,0,0,0.4210526315789473,0
59688,3,80,83,160,1,5,33,5,0.3333333333333333,0.5892857142857143,0
59692,0,29,29,92,1,5,12,0,0,0.5,0
59697,0,52,52,97,1,5,16,9,0.6,0.6666666666666666,0
59701,0,3,3,6,1,5,0,0,0,0,0
59778,12,31,43,85,1,5,32,8,0.5333333333333333,0.7441860465116279,0
59823,0,45,45,86,0,4,16,0,0,0.6956521739130435,0
59834,0,5,5,5,0,4,4,0,0,0.6666666666666666,0
59838,7,76,83,240,1,5,38,9,0.6,0.6785714285714286,0
59873,0,26,26,60,1,5,4,0,0,0.2105263157894736,0
60000,0,0,0,0,0,4,0,0,0,0,0
60012,6,77,83,153,1,5,51,10,0.6666666666666666,0.9107142857142856,1
60029,3,78,81,92,0,4,55,13,0.8666666666666667,0.9821428571428572,1
60079,0,52,52,108,0,4,21,0,0,0.4772727272727273,0
60087,0,3,3,5,1,5,0,0,0,0,0
60097,0,18,18,34,1,5,11,11,0.7857142857142857,0.7333333333333333,0
60105,36,44,80,212,1,5,48,13,0.8666666666666667,0.8571428571428571,1
60148,0,81,81,275,0,4,51,14,0.9333333333333332,0.9107142857142856,1
60150,2,79,81,130,0,4,31,12,0.8,0.5535714285714286,0
60153,43,40,83,187,1,5,53,12,0.8,0.9464285714285714,0
60157,0,2,2,3,0,4,0,0,0,0,0
60160,0,7,7,13,1,5,0,0,0,0,0
60162,0,23,23,79,1,5,4,6,0.4,0.5714285714285714,0
60208,0,46,46,153,1,5,14,0,0,0.6086956521739131,0
60239,16,20,36,91,1,5,16,0,0,0.9411764705882352,0
60260,7,76,83,309,1,5,37,7,0.4666666666666667,0.7551020408163265,0
60289,0,7,7,12,0,4,5,0,0,0.4545454545454545,0
60300,3,78,81,172,0,4,28,7,0.4666666666666667,0.5,0
60306,0,5,5,11,0,4,9,0,0,0.8181818181818182,0
60315,0,5,5,13,1,5,0,0,0,0,0
60379,0,25,25,49,1,5,3,0,0,0.5,0
60421,0,13,13,28,1,5,3,0,0,0.5,0
60435,0,19,19,43,0,4,0,0,0,0,0
60495,0,6,6,11,1,5,6,0,0,0.75,0
60547,3,80,83,162,1,5,48,11,0.7333333333333333,0.8571428571428571,0
60557,0,54,54,81,1,5,23,0,0,0.7666666666666667,0
60603,12,69,81,173,0,4,41,13,0.8666666666666667,0.82,1
60611,0,83,83,160,1,5,42,12,0.8,0.75,0
60667,0,61,61,130,0,4,36,11,0.7333333333333333,0.6428571428571429,0
60726,4,79,83,129,1,5,35,2,0.4,0.625,0
60839,1,38,39,104,1,5,19,9,0.6,0.8260869565217391,0
60842,0,10,10,12,1,5,9,0,0,0.6428571428571429,0
60883,0,1,1,1,0,4,1,0,0,0.3333333333333333,0
60899,11,70,81,469,0,4,52,12,0.8,0.9285714285714286,1
61032,0,6,6,8,0,4,4,0,0,0.6666666666666666,0
61039,15,53,68,127,1,5,23,0,0,0.6571428571428571,0
61138,0,19,19,40,1,5,7,0,0,0.5833333333333334,0
61212,4,43,47,160,1,5,11,0,0,0.6111111111111112,0
61299,0,44,44,99,1,5,24,0,0,0.7741935483870968,0
61304,0,37,37,106,1,5,13,0,0,0.5652173913043478,0
61315,0,26,26,52,1,5,17,0,0,0.7391304347826086,0
61358,0,2,2,2,1,5,0,0,0,0,0
61555,20,61,81,167,0,4,50,12,0.8,0.8928571428571429,1
61572,2,25,27,79,1,5,4,0,0,0.6666666666666666,0
61581,0,6,6,15,0,4,0,0,0,0,0
61610,18,65,83,377,1,5,30,9,0.6,0.6,0
61634,0,11,11,34,1,5,0,0,0,0,0
61650,3,78,81,158,0,4,41,12,0.8,0.7321428571428571,0
61659,3,80,83,246,1,5,36,10,0.6666666666666666,0.6428571428571429,0
61667,0,4,4,8,1,5,0,0,0,0,0
61677,0,59,59,112,1,5,22,11,0.7333333333333333,0.7333333333333333,0
61693,20,61,81,147,0,4,49,12,0.8,0.875,0
61835,7,76,83,187,1,5,36,12,0.8,0.72,0
61908,0,0,0,0,1,5,0,0,0,0,0
61912,0,0,0,0,0,4,0,0,0,0,0
61916,3,78,81,193,0,4,51,13,0.8666666666666667,0.9107142857142856,1
61921,11,72,83,293,1,5,48,12,0.8,0.8571428571428571,1
61962,6,75,81,278,0,4,51,12,0.8,0.9107142857142856,1
61973,24,59,83,262,1,5,45,11,0.7333333333333333,0.8035714285714286,0
61983,2,4,6,13,1,5,3,0,0,0.375,0
62017,17,66,83,232,1,5,40,13,0.8666666666666667,0.7142857142857143,1
62054,0,0,0,0,1,5,0,0,0,0,0
62076,21,62,83,204,1,5,42,11,0.7333333333333333,0.75,1
62093,8,73,81,284,0,4,36,11,0.7333333333333333,0.7346938775510204,1
62127,0,19,19,37,1,5,0,0,0,0,0
62162,0,8,8,38,1,5,1,0,0,0.2,0
62185,4,71,75,128,1,5,48,13,0.8666666666666667,0.8571428571428571,1
62186,0,47,47,60,1,5,21,12,0.8,0.875,0
62187,0,19,19,28,1,5,2,0,0,0.4,0
62195,0,57,57,126,1,5,20,0,0,0.6666666666666666,0
62201,0,0,0,0,0,4,0,0,0,0,0
62231,0,7,7,16,1,5,0,0,0,0,0
62242,0,37,37,47,1,5,20,0,0,0.8333333333333334,0
62268,0,4,4,7,1,5,0,0,0,0,0
62346,0,5,5,12,1,5,0,0,0,0,0
62463,3,80,83,135,1,5,45,13,0.8666666666666667,0.8035714285714286,1
62470,0,11,11,31,1,5,22,0,0,0.6111111111111112,0
62515,0,29,29,55,0,4,5,0,0,0.8333333333333334,0
62530,6,48,54,137,1,5,13,0,0,0.4333333333333333,0
62575,0,4,4,7,0,4,0,0,0,0,0
62606,5,71,76,259,0,4,38,10,0.6666666666666666,0.7755102040816326,0
62656,7,74,81,219,0,4,52,12,0.8,0.9285714285714286,1
62661,0,45,45,139,0,4,9,0,0,0.3103448275862069,0
62710,0,0,0,0,1,5,0,0,0,0,0
62730,7,76,83,99,1,5,48,12,0.8,0.8571428571428571,0
62750,2,7,9,17,1,5,5,0,0,0.8333333333333334,0
62774,9,74,83,145,1,5,28,12,0.8,0.5,0
62784,10,73,83,307,1,5,39,11,0.7333333333333333,0.6964285714285714,0
62787,10,73,83,100,1,5,51,13,0.8666666666666667,0.9107142857142856,1
62799,7,76,83,298,1,5,38,11,0.7333333333333333,0.6785714285714286,0
62838,5,51,56,106,1,5,23,0,0,0.6052631578947368,0
62855,0,79,83,219,1,5,40,11,0.7333333333333333,0.7142857142857143,0
62890,1,82,83,118,1,5,39,14,0.9333333333333332,0.6964285714285714,1
63012,0,4,4,12,1,5,0,0,0,0,0
63016,16,67,83,174,1,5,46,10,0.6666666666666666,0.8214285714285714,0
63055,3,6,9,33,1,5,0,0,0,0,0
63152,15,15,30,80,1,5,4,0,0,0.6666666666666666,0
63201,0,0,0,0,1,5,0,0,0,0,0
63227,10,71,81,364,0,4,54,14,0.9333333333333332,0.9642857142857144,1
63234,0,48,48,90,1,5,35,0,0,0.7291666666666666,0
63315,0,10,10,16,1,5,0,0,0,0,0
63319,0,42,42,76,0,4,34,12,0.8,0.6071428571428571,0
63334,2,1,3,8,0,4,4,0,0,0.6666666666666666,0
63376,0,15,15,31,1,5,9,0,0,0.5294117647058824,0
63428,0,9,9,11,1,5,0,0,0,0,0
63443,37,46,83,240,1,5,55,14,0.9333333333333332,0.9821428571428572,1
63473,0,5,5,17,1,5,2,0,0,0.3333333333333333,0
63495,0,0,0,0,0,4,0,0,0,0,0
63505,8,75,83,202,1,5,29,12,0.8,0.5178571428571429,0
63518,0,81,81,158,0,4,39,12,0.8,0.6964285714285714,1
63580,0,2,2,2,1,5,3,1,1,0.5,0
63627,5,76,81,351,0,4,49,10,0.6666666666666666,0.875,0
63631,1,4,5,9,1,5,0,0,0,0,0
63650,0,0,0,0,1,5,3,0,0,0.5,0
63675,20,63,83,384,1,5,51,13,0.8666666666666667,0.9107142857142856,1
63699,0,48,48,99,0,4,33,0,0,0.9166666666666666,0
63717,6,25,31,144,0,4,9,10,0.6666666666666666,0.4736842105263157,0
63749,0,81,81,120,0,4,47,13,0.8666666666666667,0.8392857142857143,1
63779,1,18,19,38,1,5,23,8,0.5333333333333333,0.4107142857142857,0
63792,2,1,3,9,1,5,5,0,0,0.8333333333333334,0
63808,0,24,24,47,1,5,3,0,0,0.6,0
63838,0,20,20,59,1,5,0,0,0,0,0
63851,0,11,11,25,1,5,0,0,0,0,0
63974,0,28,28,108,1,5,5,0,0,0.4545454545454545,0
63985,21,53,74,179,1,5,31,11,0.7333333333333333,0.7560975609756098,0
64008,0,0,0,0,1,5,0,0,0,0,0
64093,0,0,0,0,1,5,0,0,0,0,0
64096,0,4,4,4,0,4,0,0,0,0,0
64144,6,57,63,136,1,5,42,12,0.8,0.84,0
64181,2,81,83,108,1,5,51,13,0.8666666666666667,0.9107142857142856,1
64232,0,4,4,7,1,5,0,0,0,0,0
64246,3,80,83,195,1,5,37,10,0.6666666666666666,0.6607142857142857,0
64364,22,59,81,245,0,4,48,14,0.9333333333333332,0.8571428571428571,1
64399,6,75,81,103,0,4,54,13,0.8666666666666667,0.9642857142857144,1
64414,11,70,81,186,0,4,54,13,0.8666666666666667,0.9642857142857144,1
64445,3,6,9,21,1,5,14,0,0,0.3783783783783784,0
64523,2,12,14,24,1,5,2,0,0,0.3333333333333333,0
64547,10,73,83,179,1,5,39,9,0.6,0.6964285714285714,0
64622,12,51,63,223,1,5,19,0,0,0.7916666666666666,0
64660,0,12,12,24,1,5,0,6,0.4,0,0
64688,0,83,83,202,1,5,30,9,0.6,0.5357142857142857,0
64692,0,34,34,70,1,5,37,7,0.4666666666666667,0.6607142857142857,0
64698,2,81,83,189,1,5,44,14,0.9333333333333332,0.7857142857142857,0
64732,24,59,83,333,1,5,39,11,0.7333333333333333,0.6964285714285714,0
64828,3,77,83,161,1,5,35,8,0.5333333333333333,0.625,0
65028,0,39,39,56,1,5,4,0,0,0.6666666666666666,0
65202,9,72,81,148,0,4,53,13,0.8666666666666667,0.9464285714285714,0
65206,25,58,83,143,1,5,46,12,0.8,0.8214285714285714,0
65224,4,30,34,76,1,5,19,0,0,0.6333333333333333,0
65247,3,78,81,123,0,4,54,12,0.8,0.9642857142857144,1
65249,0,6,6,9,0,4,0,0,0,0,0
65305,6,75,81,109,0,4,55,13,0.8666666666666667,0.9821428571428572,1
65309,0,25,25,88,1,5,10,0,0,0.6666666666666666,0
65410,0,28,28,65,1,5,0,0,0,0,0
65422,6,77,83,241,1,5,30,11,0.7333333333333333,0.6,0
65661,0,11,11,18,1,5,0,0,0,0,0
65675,0,83,83,295,1,5,40,11,0.7333333333333333,0.7142857142857143,0
65748,0,1,1,1,1,5,0,0,0,0,0
65987,0,8,8,15,0,4,4,0,0,0.3636363636363636,0
66019,20,63,83,229,1,5,39,9,0.6,0.6964285714285714,0
66214,0,17,17,36,0,4,4,0,0,0.8,0
66390,0,3,3,3,1,5,0,0,0,0,0
66439,1,36,37,91,1,5,14,8,0.5333333333333333,0.4827586206896552,0
66567,5,10,15,34,1,5,18,7,0.4666666666666667,0.5,0
66598,3,80,83,217,1,5,37,11,0.7333333333333333,0.7551020408163265,0
66724,19,58,77,405,1,5,32,11,0.7333333333333333,0.6956521739130435,0
67107,2,22,24,49,1,5,4,0,0,0.5,0
67428,20,63,83,462,1,5,34,9,0.6,0.6071428571428571,0
67456,0,23,23,35,1,5,12,0,0,0.4444444444444444,0
67463,6,16,22,44,1,5,3,0,0,0.4285714285714285,0
67786,3,11,14,33,0,4,4,0,0,0.2857142857142857,0
67968,0,5,5,7,0,4,7,0,0,0.4117647058823529,0
67971,0,0,0,0,0,4,0,0,0,0,0
68126,13,70,83,160,1,5,43,13,0.8666666666666667,0.7678571428571429,0
68137,0,52,52,141,0,4,15,0,0,0.3061224489795918,0
68173,3,52,55,132,0,4,15,0,0,0.5,0
68294,1,23,24,52,0,4,6,0,0,0.8571428571428571,0
68309,0,4,4,11,1,5,10,0,0,0.3333333333333333,0
68415,13,70,83,351,1,5,37,12,0.8,0.7551020408163265,0
68529,0,83,83,131,1,5,40,7,0.4666666666666667,0.7142857142857143,0
68543,0,35,35,130,1,5,9,0,0,0.8181818181818182,0
68592,22,61,83,207,1,5,41,11,0.7333333333333333,0.7321428571428571,0
68668,4,79,83,256,1,5,37,10,0.6666666666666666,0.6607142857142857,0
68711,0,3,3,10,0,4,0,0,0,0,0
68836,11,63,74,184,1,5,48,15,1,0.96,1
68851,9,62,71,177,1,5,47,15,1,0.9591836734693876,1
68880,4,18,22,73,1,5,18,0,0,0.6428571428571429,0
69003,0,6,6,8,1,5,0,0,0,0,0
69042,3,78,81,127,0,4,47,13,0.8666666666666667,0.8392857142857143,1
69052,0,40,40,111,0,4,19,0,0,0.5277777777777778,0
69067,0,32,32,59,0,4,31,12,0.8,0.5535714285714286,0
69198,0,22,22,42,1,5,0,0,0,0,0
69245,0,0,0,0,1,5,0,0,0,0,0
69256,0,69,69,147,0,4,31,0,0,0.6326530612244898,0
69414,0,5,5,12,0,4,10,0,0,0.9090909090909092,0
69541,0,6,6,7,0,4,7,0,0,0.6363636363636364,0
69833,3,78,81,159,0,4,38,13,0.8666666666666667,0.6785714285714286,0
69968,3,61,64,123,1,5,32,10,0.6666666666666666,0.6666666666666666,0
